,time,instanceCode,durationMS,requete,nbLignes
131651,2021-02-03 08:20:23.911000017,PTMQGB4SE5E,6655.0,delete from gp_interface a where a.nodosres = ? and ((a.cumul = ? and a.export = ?) or (not exists (select b.ik from gp_of b where b.ik = a.ikexterne))),14.0
131652,2021-02-03 08:21:23.639000018,PTMQGB4SE5E,6294.0,delete from gp_interface a where a.nodosres = ? and ((a.cumul = ? and a.export = ?) or (not exists (select b.ik from gp_of b where b.ik = a.ikexterne))),11.0
131653,2021-02-03 08:22:24.110000019,PTMQGB4SE5E,6461.0,delete from gp_interface a where a.nodosres = ? and ((a.cumul = ? and a.export = ?) or (not exists (select b.ik from gp_of b where b.ik = a.ikexterne))),23.0
131654,2021-02-03 08:23:23.971000021,PTMQGB4SE5E,6302.0,delete from gp_interface a where a.nodosres = ? and ((a.cumul = ? and a.export = ?) or (not exists (select b.ik from gp_of b where b.ik = a.ikexterne))),30.0
131655,2021-02-03 08:24:24.049000025,PTMQGB4SE5E,6489.0,delete from gp_interface a where a.nodosres = ? and ((a.cumul = ? and a.export = ?) or (not exists (select b.ik from gp_of b where b.ik = a.ikexterne))),16.0
131656,2021-02-03 08:25:24.561000027,PTMQGB4SE5E,6621.0,delete from gp_interface a where a.nodosres = ? and ((a.cumul = ? and a.export = ?) or (not exists (select b.ik from gp_of b where b.ik = a.ikexterne))),13.0
131657,2021-02-03 08:26:24.512000031,PTMQGB4SE5E,6338.0,delete from gp_interface a where a.nodosres = ? and ((a.cumul = ? and a.export = ?) or (not exists (select b.ik from gp_of b where b.ik = a.ikexterne))),20.0
131658,2021-02-03 08:27:23.777000032,PTMQGB4SE5E,6282.0,delete from gp_interface a where a.nodosres = ? and ((a.cumul = ? and a.export = ?) or (not exists (select b.ik from gp_of b where b.ik = a.ikexterne))),25.0
131659,2021-02-03 08:28:23.837000033,PTMQGB4SE5E,6588.0,delete from gp_interface a where a.nodosres = ? and ((a.cumul = ? and a.export = ?) or (not exists (select b.ik from gp_of b where b.ik = a.ikexterne))),10.0
131660,2021-02-03 08:29:23.978000034,PTMQGB4SE5E,6340.0,delete from gp_interface a where a.nodosres = ? and ((a.cumul = ? and a.export = ?) or (not exists (select b.ik from gp_of b where b.ik = a.ikexterne))),15.0
131661,2021-02-03 08:30:23.589000035,PTMQGB4SE5E,6259.0,delete from gp_interface a where a.nodosres = ? and ((a.cumul = ? and a.export = ?) or (not exists (select b.ik from gp_of b where b.ik = a.ikexterne))),11.0
131662,2021-02-03 08:31:24.099000036,PTMQGB4SE5E,6515.0,delete from gp_interface a where a.nodosres = ? and ((a.cumul = ? and a.export = ?) or (not exists (select b.ik from gp_of b where b.ik = a.ikexterne))),26.0
131663,2021-02-03 08:32:23.564000039,PTMQGB4SE5E,6260.0,delete from gp_interface a where a.nodosres = ? and ((a.cumul = ? and a.export = ?) or (not exists (select b.ik from gp_of b where b.ik = a.ikexterne))),6.0
131664,2021-02-03 08:33:23.696000042,PTMQGB4SE5E,6537.0,delete from gp_interface a where a.nodosres = ? and ((a.cumul = ? and a.export = ?) or (not exists (select b.ik from gp_of b where b.ik = a.ikexterne))),6.0
131665,2021-02-03 08:34:23.527000043,PTMQGB4SE5E,6382.0,delete from gp_interface a where a.nodosres = ? and ((a.cumul = ? and a.export = ?) or (not exists (select b.ik from gp_of b where b.ik = a.ikexterne))),7.0
131666,2021-02-03 08:35:24.024000044,PTMQGB4SE5E,6488.0,delete from gp_interface a where a.nodosres = ? and ((a.cumul = ? and a.export = ?) or (not exists (select b.ik from gp_of b where b.ik = a.ikexterne))),6.0
131667,2021-02-03 08:36:24.121000045,PTMQGB4SE5E,6419.0,delete from gp_interface a where a.nodosres = ? and ((a.cumul = ? and a.export = ?) or (not exists (select b.ik from gp_of b where b.ik = a.ikexterne))),15.0
131668,2021-02-03 08:37:23.827000047,PTMQGB4SE5E,6527.0,delete from gp_interface a where a.nodosres = ? and ((a.cumul = ? and a.export = ?) or (not exists (select b.ik from gp_of b where b.ik = a.ikexterne))),4.0
131669,2021-02-03 08:38:24.411000000,PTMQGB4SE5E,6613.0,delete from gp_interface a where a.nodosres = ? and ((a.cumul = ? and a.export = ?) or (not exists (select b.ik from gp_of b where b.ik = a.ikexterne))),7.0
131670,2021-02-03 08:39:24.300000001,PTMQGB4SE5E,6865.0,delete from gp_interface a where a.nodosres = ? and ((a.cumul = ? and a.export = ?) or (not exists (select b.ik from gp_of b where b.ik = a.ikexterne))),3.0
131671,2021-02-03 08:40:24.227000002,PTMQGB4SE5E,6668.0,delete from gp_interface a where a.nodosres = ? and ((a.cumul = ? and a.export = ?) or (not exists (select b.ik from gp_of b where b.ik = a.ikexterne))),5.0
131672,2021-02-03 08:41:23.882000003,PTMQGB4SE5E,6311.0,delete from gp_interface a where a.nodosres = ? and ((a.cumul = ? and a.export = ?) or (not exists (select b.ik from gp_of b where b.ik = a.ikexterne))),3.0
131673,2021-02-03 08:41:51.431000006,PTMQGB4SE5E,25272.0,"select new fr.infologic.stocks.utils.persistence.scalars.deuxiks ( a.lieu.site.ik, a.prod.ik ) from fr.infologic.stocks.gestion.modele.mvtprevision as a where nvl ( a.auditinfo.datmod, a.auditinfo.datcre ) >= :p1 and a.dossierinfo.dosres = :p2",2.0
131674,2021-02-03 08:42:24.439000007,PTMQGB4SE5E,6408.0,delete from gp_interface a where a.nodosres = ? and ((a.cumul = ? and a.export = ?) or (not exists (select b.ik from gp_of b where b.ik = a.ikexterne))),12.0
131675,2021-02-03 08:43:23.504000008,PTMQGB4SE5E,6307.0,delete from gp_interface a where a.nodosres = ? and ((a.cumul = ? and a.export = ?) or (not exists (select b.ik from gp_of b where b.ik = a.ikexterne))),1.0
131676,2021-02-03 08:44:24.400000009,PTMQGB4SE5E,6661.0,delete from gp_interface a where a.nodosres = ? and ((a.cumul = ? and a.export = ?) or (not exists (select b.ik from gp_of b where b.ik = a.ikexterne))),8.0
