,time,instanceCode,durationMS,requete,nbLignes
0,2021-01-28 07:58:44.960003482,XNQDGBYNM58,5474.0,select a from fr.infologic.stocks.gestion.modele.mvtrealise as a where a.typrefexterne = :p1 and a.flagannule = :p2 and a.ref14 = :p3 and a.ref13 is not null and a.dossierinfo.dosres = :p4,0.0
1,2021-01-28 09:01:10.731004029,XNQDGBYNM58,5893.0,select a from fr.infologic.stocks.gestion.modele.lotcontqualval as a left join fetch a.typblocageatt left join fetch a.typblocagencf left join fetch a.typblocageatt.caracteristblocage left join fetch a.typblocagencf.caracteristblocage left join fetch a.seuilcf where ( a.lot.ik in ( :collection0_ ) or a.lot.ik in ( :collection1_ ) ),9255.0
2,2021-01-28 09:01:16.597004055,XNQDGBYNM58,5866.0,select a from fr.infologic.stocks.gestion.modele.lot as a left join fetch a.contqualval inner join fetch a.prod left join fetch a.caracteristblocage where ( a.ik in ( :collection0_ ) or a.ik in ( :collection1_ ) ) and a.dossierinfo.dosres = :p1,9256.0
3,2021-01-28 10:17:12.362004407,XNQDGBYNM58,7974.0,"select a.prod.ik, a.lieu.ik, max ( a.datdernierinv ) from fr.infologic.stocks.cumuls.modele.prodlotcumul as a where (a.prod = :p1 and a.lieu = :p2 or a.prod = :p3 and a.lieu = :p4 or a.prod = :p5 and a.lieu = :p6 or a.prod = :p7 and a.lieu = :p8 or a.prod = :p9 and a.lieu = :p10 or a.prod = :p11 and a.lieu = :p12) and a.dossierinfo.dosres = :p13 group by a.prod.ik,a.lieu.ik",6.0
4,2021-01-28 10:40:39.830001053,XNQDGBYNM58,11767.0,"select a.ik, a.numlit, a.datlit, a.datcloture, a.libcloture, m.code, m.libstd, b.numbonliv, f.numfact, cli.code, cli.nom, art.code, art.libstd from fr.infologic.ventes.litiges.modele.litligart as ligart right outer join ligart.litlig as lig join lig.lit as a join lig.cli as cli left outer join lig.motif as m left join lig.bonliv as b left join lig.fact as f left join ligart.art as art where ( a.datcloture is null and ?>0 ) and ( a.dossierinfo.dosres=:dossier0 and lig.indice=0 and (ligart is null or ligart.indice=0) ) order by a.numlit",5727.0
5,2021-01-28 13:02:53.463001421,XNQDGBYNM58,5993.0,select a from fr.infologic.stocks.gestion.modele.lotcontqualval as a left join fetch a.typblocageatt left join fetch a.typblocagencf left join fetch a.typblocageatt.caracteristblocage left join fetch a.typblocagencf.caracteristblocage left join fetch a.seuilcf where ( a.ik in ( :collection0_ ) or a.ik in ( :collection1_ ) or a.ik in ( :collection2_ ) or a.ik in ( :collection3_ ) ),3510.0
6,2021-01-28 15:45:14.969000565,XNQDGBYNM58,5898.0,"select a.table_name, c.column_name from user_constraints a join user_constraints b on a.r_constraint_name = b.constraint_name join user_cons_columns c on a.constraint_name = c.constraint_name join user_tables t on t.table_name = a.table_name left join user_ind_columns ind on ind.table_name = t.table_name and ind.column_name = c.column_name where b.table_name = 'gp_bordereauabattage' and num_rows > 150000 and ind.index_name is null",0.0
7,2021-01-28 16:49:39.132000315,XNQDGBYNM58,5692.0,"select a.table_name, c.column_name from user_constraints a join user_constraints b on a.r_constraint_name = b.constraint_name join user_cons_columns c on a.constraint_name = c.constraint_name join user_tables t on t.table_name = a.table_name left join user_ind_columns ind on ind.table_name = t.table_name and ind.column_name = c.column_name where b.table_name = 'vt_tarbase' and num_rows > 150000 and ind.index_name is null",0.0
8,2021-01-29 01:00:15.418000001,XNQDGBYNM58,6372.0,"delete from gl_auditentry where ik in ( select ik from ( select auditentry.ik, auditentry.dat, auditentry.rank, case when nbkey.nb <= 100 then 50 when nbkey.nb <= 2000 then 10 when nbkey.nb <= 10000 then 5 else 4 end as nbaconserver from (select ik, dat, metadataid, rank() over (partition by metadataid, sourceik, sourcedosresik order by dat desc) rank from gl_auditentry ) auditentry join (select metadataid, count(*) nb from (select distinct metadataid, sourceik, sourcedosresik from gl_auditentry ) group by metadataid ) nbkey on auditentry.metadataid = nbkey.metadataid ) where rank > nbaconserver and dat < sysdate - 30)",50.0
9,2021-01-29 01:03:08.206000000,XNQDGBYNM58,6213.0,"select a.table_name, c.column_name from user_constraints a join user_constraints b on a.r_constraint_name = b.constraint_name join user_cons_columns c on a.constraint_name = c.constraint_name join user_tables t on t.table_name = a.table_name left join user_ind_columns ind on ind.table_name = t.table_name and ind.column_name = c.column_name where b.table_name = upper('gl_serie') and num_rows > 200000 and ind.index_name is null",0.0
