,time,instanceCode,durationMS,requete,nbLignes
121524,2021-02-01 10:15:56.135000011,DNILGB9LF25,5280.0,select a from fr.infologic.stocks.fichierbase.modele.produit as a inner join fetch a.ref ja_0 left join fetch a.embalsousembal ja_1 left join fetch a.embalsurembal ja_2 left join fetch a.embalub ja_3 left join fetch a.embaluelemappro ja_4 where ( a.ik in ( :collection0_ ) or a.ik in ( :collection1_ ) or a.ik in ( :collection2_ ) or a.ik in ( :collection3_ ) ) and a.dossierinfo.dosres = :p1,3054.0
121525,2021-02-01 10:24:53.712000021,DNILGB9LF25,5111.0,select a from fr.infologic.stocks.fichierbase.modele.produit as a inner join fetch a.ref ja_0 left join fetch a.embalsousembal ja_1 left join fetch a.embalsurembal ja_2 left join fetch a.embalub ja_3 left join fetch a.embaluelemappro ja_4 where ( a.ik in ( :collection0_ ) or a.ik in ( :collection1_ ) or a.ik in ( :collection2_ ) ) and a.dossierinfo.dosres = :p1,2969.0
121526,2021-02-01 10:33:36.849000032,DNILGB9LF25,5946.0,select a from fr.infologic.stocks.fichierbase.modele.produit as a inner join fetch a.ref ja_0 left join fetch a.embalsousembal ja_1 left join fetch a.embalsurembal ja_2 left join fetch a.embalub ja_3 left join fetch a.embaluelemappro ja_4 where ( a.ik in ( :collection0_ ) or a.ik in ( :collection1_ ) or a.ik in ( :collection2_ ) or a.ik in ( :collection3_ ) ) and a.dossierinfo.dosres = :p1,3400.0
121527,2021-02-01 10:49:00.535000014,DNILGB9LF25,5239.0,select a from fr.infologic.stocks.fichierbase.modele.produit as a inner join fetch a.ref ja_0 left join fetch a.embalsousembal ja_1 left join fetch a.embalsurembal ja_2 left join fetch a.embalub ja_3 left join fetch a.embaluelemappro ja_4 where ( a.ik in ( :collection0_ ) or a.ik in ( :collection1_ ) or a.ik in ( :collection2_ ) or a.ik in ( :collection3_ ) ) and a.dossierinfo.dosres = :p1,3055.0
121528,2021-02-01 10:53:39.800000019,DNILGB9LF25,10042.0,select a from fr.infologic.stocks.gestion.modele.lotcontqualval as a left join fetch a.typblocageatt ja_0 left join fetch a.typblocagencf ja_1 left join fetch ja_0.caracteristblocage ja_2 left join fetch ja_1.caracteristblocage ja_3 left join fetch a.seuilcf ja_4 where a.lot.ik in (select temp.ik from fr.infologic.global.outils.modele.tabletemp as temp),188862.0
121529,2021-02-01 10:53:50.379000021,DNILGB9LF25,10570.0,select a from fr.infologic.stocks.gestion.modele.lot as a left join fetch a.contqualval ja_0 inner join fetch a.prod ja_1 left join fetch a.caracteristblocage ja_2 where a.ik in (select temp.ik from fr.infologic.global.outils.modele.tabletemp as temp) and a.dossierinfo.dosres = :p1,186815.0
121530,2021-02-01 11:02:50.585000033,DNILGB9LF25,5302.0,select a from fr.infologic.stocks.fichierbase.modele.produit as a inner join fetch a.ref ja_0 left join fetch a.embalsousembal ja_1 left join fetch a.embalsurembal ja_2 left join fetch a.embalub ja_3 left join fetch a.embaluelemappro ja_4 where ( a.ik in ( :collection0_ ) or a.ik in ( :collection1_ ) or a.ik in ( :collection2_ ) or a.ik in ( :collection3_ ) ) and a.dossierinfo.dosres = :p1,3028.0
121531,2021-02-01 12:10:13.397000004,DNILGB9LF25,11920.0,select a from fr.infologic.stocks.gestion.modele.lotcontqualval as a left join fetch a.typblocageatt ja_0 left join fetch a.typblocagencf ja_1 left join fetch ja_0.caracteristblocage ja_2 left join fetch ja_1.caracteristblocage ja_3 left join fetch a.seuilcf ja_4 where a.lot.ik in (select temp.ik from fr.infologic.global.outils.modele.tabletemp as temp),194329.0
121532,2021-02-01 12:10:24.525000005,DNILGB9LF25,11119.0,select a from fr.infologic.stocks.gestion.modele.lot as a left join fetch a.contqualval ja_0 inner join fetch a.prod ja_1 left join fetch a.caracteristblocage ja_2 where a.ik in (select temp.ik from fr.infologic.global.outils.modele.tabletemp as temp) and a.dossierinfo.dosres = :p1,192347.0
121533,2021-02-01 12:12:46.347000010,DNILGB9LF25,10721.0,select a from fr.infologic.stocks.gestion.modele.lotcontqualval as a left join fetch a.typblocageatt ja_0 left join fetch a.typblocagencf ja_1 left join fetch ja_0.caracteristblocage ja_2 left join fetch ja_1.caracteristblocage ja_3 left join fetch a.seuilcf ja_4 where a.lot.ik in (select temp.ik from fr.infologic.global.outils.modele.tabletemp as temp),194344.0
